district,date,day_of_week,month,is_weekend,is_holiday,holiday_name,holiday_proximity,season,district_type,waste_kg
Kathmandu-Core,2025-06-02,0,6,0,0,,21,monsoon,commercial,2796.8
Lalitpur,2025-06-02,0,6,0,0,,21,monsoon,commercial,2323.3
Bhaktapur,2025-06-02,0,6,0,0,,21,monsoon,commercial,1765.3
Kirtipur,2025-06-02,0,6,0,0,,21,monsoon,residential,1365.8
Madhyapur Thimi,2025-06-02,0,6,0,0,,21,monsoon,residential,1635.0
Budhanilkantha,2025-06-02,0,6,0,0,,21,monsoon,suburban,630.4
Tokha,2025-06-02,0,6,0,0,,21,monsoon,suburban,656.0
Chandragiri,2025-06-02,0,6,0,0,,21,monsoon,rural,397.5
Godawari,2025-06-02,0,6,0,0,,21,monsoon,rural,305.4
Dakshinkali,2025-06-02,0,6,0,0,,21,monsoon,rural,312.1
Kathmandu-Core,2025-06-03,1,6,0,0,,22,monsoon,commercial,2650.0
Lalitpur,2025-06-03,1,6,0,0,,22,monsoon,commercial,2571.2
Bhaktapur,2025-06-03,1,6,0,0,,22,monsoon,commercial,2031.0
Kirtipur,2025-06-03,1,6,0,0,,22,monsoon,residential,1279.3
Madhyapur Thimi,2025-06-03,1,6,0,0,,22,monsoon,residential,1191.0
Budhanilkantha,2025-06-03,1,6,0,0,,22,monsoon,suburban,822.4
Tokha,2025-06-03,1,6,0,0,,22,monsoon,suburban,811.8
Chandragiri,2025-06-03,1,6,0,0,,22,monsoon,rural,391.5
Godawari,2025-06-03,1,6,0,0,,22,monsoon,rural,324.6
Dakshinkali,2025-06-03,1,6,0,0,,22,monsoon,rural,302.2
Kathmandu-Core,2025-06-04,2,6,0,0,,23,monsoon,commercial,2754.9
Lalitpur,2025-06-04,2,6,0,0,,23,monsoon,commercial,2425.8
Bhaktapur,2025-06-04,2,6,0,0,,23,monsoon,commercial,1938.1
Kirtipur,2025-06-04,2,6,0,0,,23,monsoon,residential,1504.4
Madhyapur Thimi,2025-06-04,2,6,0,0,,23,monsoon,residential,1967.3
Budhanilkantha,2025-06-04,2,6,0,0,,23,monsoon,suburban,953.1
Tokha,2025-06-04,2,6,0,0,,23,monsoon,suburban,823.1
Chandragiri,2025-06-04,2,6,0,0,,23,monsoon,rural,383.2
Godawari,2025-06-04,2,6,0,0,,23,monsoon,rural,316.8
Dakshinkali,2025-06-04,2,6,0,0,,23,monsoon,rural,274.0
Kathmandu-Core,2025-06-05,3,6,0,0,,24,monsoon,commercial,2905.6
Lalitpur,2025-06-05,3,6,0,0,,24,monsoon,commercial,2249.6
Bhaktapur,2025-06-05,3,6,0,0,,24,monsoon,commercial,1863.9
Kirtipur,2025-06-05,3,6,0,0,,24,monsoon,residential,1443.0
Madhyapur Thimi,2025-06-05,3,6,0,0,,24,monsoon,residential,1596.2
Budhanilkantha,2025-06-05,3,6,0,0,,24,monsoon,suburban,919.5
Tokha,2025-06-05,3,6,0,0,,24,monsoon,suburban,747.7
Chandragiri,2025-06-05,3,6,0,0,,24,monsoon,rural,383.2
Godawari,2025-06-05,3,6,0,0,,24,monsoon,rural,339.0
Dakshinkali,2025-06-05,3,6,0,0,,24,monsoon,rural,232.9
Kathmandu-Core,2025-06-06,4,6,0,0,,25,monsoon,commercial,3761.8
Lalitpur,2025-06-06,4,6,0,0,,25,monsoon,commercial,2795.2
Bhaktapur,2025-06-06,4,6,0,0,,25,monsoon,commercial,2000.8
Kirtipur,2025-06-06,4,6,0,0,,25,monsoon,residential,1321.4
Madhyapur Thimi,2025-06-06,4,6,0,0,,25,monsoon,residential,2148.1
Budhanilkantha,2025-06-06,4,6,0,0,,25,monsoon,suburban,815.8
Tokha,2025-06-06,4,6,0,0,,25,monsoon,suburban,740.1
Chandragiri,2025-06-06,4,6,0,0,,25,monsoon,rural,462.6
Godawari,2025-06-06,4,6,0,0,,25,monsoon,rural,418.3
Dakshinkali,2025-06-06,4,6,0,0,,25,monsoon,rural,327.5
Kathmandu-Core,2025-06-07,5,6,1,0,,26,monsoon,commercial,2967.4
Lalitpur,2025-06-07,5,6,1,0,,26,monsoon,commercial,2466.9
Bhaktapur,2025-06-07,5,6,1,0,,26,monsoon,commercial,1829.0
Kirtipur,2025-06-07,5,6,1,0,,26,monsoon,residential,1601.5
Madhyapur Thimi,2025-06-07,5,6,1,0,,26,monsoon,residential,1824.5
Budhanilkantha,2025-06-07,5,6,1,0,,26,monsoon,suburban,1190.4
Tokha,2025-06-07,5,6,1,0,,26,monsoon,suburban,661.4
Chandragiri,2025-06-07,5,6,1,0,,26,monsoon,rural,490.2
Godawari,2025-06-07,5,6,1,0,,26,monsoon,rural,424.4
Dakshinkali,2025-06-07,5,6,1,0,,26,monsoon,rural,374.2
Kathmandu-Core,2025-06-08,6,6,1,0,,27,monsoon,commercial,2408.6
Lalitpur,2025-06-08,6,6,1,0,,27,monsoon,commercial,2090.5
Bhaktapur,2025-06-08,6,6,1,0,,27,monsoon,commercial,2283.1
Kirtipur,2025-06-08,6,6,1,0,,27,monsoon,residential,1782.2
Madhyapur Thimi,2025-06-08,6,6,1,0,,27,monsoon,residential,1964.7
Budhanilkantha,2025-06-08,6,6,1,0,,27,monsoon,suburban,952.2
Tokha,2025-06-08,6,6,1,0,,27,monsoon,suburban,737.5
Chandragiri,2025-06-08,6,6,1,0,,27,monsoon,rural,348.3
Godawari,2025-06-08,6,6,1,0,,27,monsoon,rural,456.3
Dakshinkali,2025-06-08,6,6,1,0,,27,monsoon,rural,357.3
Kathmandu-Core,2025-06-09,0,6,0,0,,28,monsoon,commercial,2409.5
Lalitpur,2025-06-09,0,6,0,0,,28,monsoon,commercial,2296.1
Bhaktapur,2025-06-09,0,6,0,0,,28,monsoon,commercial,1707.5
Kirtipur,2025-06-09,0,6,0,0,,28,monsoon,residential,1075.4
Madhyapur Thimi,2025-06-09,0,6,0,0,,28,monsoon,residential,1310.9
Budhanilkantha,2025-06-09,0,6,0,0,,28,monsoon,suburban,711.6
Tokha,2025-06-09,0,6,0,0,,28,monsoon,suburban,652.4
Chandragiri,2025-06-09,0,6,0,0,,28,monsoon,rural,353.2
Godawari,2025-06-09,0,6,0,0,,28,monsoon,rural,276.2
Dakshinkali,2025-06-09,0,6,0,0,,28,monsoon,rural,321.1
Kathmandu-Core,2025-06-10,1,6,0,0,,29,monsoon,commercial,3299.9
Lalitpur,2025-06-10,1,6,0,0,,29,monsoon,commercial,2342.4
Bhaktapur,2025-06-10,1,6,0,0,,29,monsoon,commercial,1966.2
Kirtipur,2025-06-10,1,6,0,0,,29,monsoon,residential,1446.0
Madhyapur Thimi,2025-06-10,1,6,0,0,,29,monsoon,residential,1748.7
Budhanilkantha,2025-06-10,1,6,0,0,,29,monsoon,suburban,781.8
Tokha,2025-06-10,1,6,0,0,,29,monsoon,suburban,817.2
Chandragiri,2025-06-10,1,6,0,0,,29,monsoon,rural,381.2
Godawari,2025-06-10,1,6,0,0,,29,monsoon,rural,303.3
Dakshinkali,2025-06-10,1,6,0,0,,29,monsoon,rural,295.6
Kathmandu-Core,2025-06-11,2,6,0,0,,30,monsoon,commercial,3313.1
Lalitpur,2025-06-11,2,6,0,0,,30,monsoon,commercial,3359.2
Bhaktapur,2025-06-11,2,6,0,0,,30,monsoon,commercial,1629.9
Kirtipur,2025-06-11,2,6,0,0,,30,monsoon,residential,1492.5
Madhyapur Thimi,2025-06-11,2,6,0,0,,30,monsoon,residential,1454.8
Budhanilkantha,2025-06-11,2,6,0,0,,30,monsoon,suburban,948.5
Tokha,2025-06-11,2,6,0,0,,30,monsoon,suburban,595.0
Chandragiri,2025-06-11,2,6,0,0,,30,monsoon,rural,346.2
Godawari,2025-06-11,2,6,0,0,,30,monsoon,rural,327.6
Dakshinkali,2025-06-11,2,6,0,0,,30,monsoon,rural,274.6
Kathmandu-Core,2025-06-12,3,6,0,0,,31,monsoon,commercial,2648.1
Lalitpur,2025-06-12,3,6,0,0,,31,monsoon,commercial,2788.4
Bhaktapur,2025-06-12,3,6,0,0,,31,monsoon,commercial,2138.6
Kirtipur,2025-06-12,3,6,0,0,,31,monsoon,residential,1476.1
Madhyapur Thimi,2025-06-12,3,6,0,0,,31,monsoon,residential,1827.2
Budhanilkantha,2025-06-12,3,6,0,0,,31,monsoon,suburban,910.3
Tokha,2025-06-12,3,6,0,0,,31,monsoon,suburban,617.0
Chandragiri,2025-06-12,3,6,0,0,,31,monsoon,rural,474.8
Godawari,2025-06-12,3,6,0,0,,31,monsoon,rural,335.0
Dakshinkali,2025-06-12,3,6,0,0,,31,monsoon,rural,301.7
Kathmandu-Core,2025-06-13,4,6,0,0,,32,monsoon,commercial,3683.3
Lalitpur,2025-06-13,4,6,0,0,,32,monsoon,commercial,2943.7
Bhaktapur,2025-06-13,4,6,0,0,,32,monsoon,commercial,1687.1
Kirtipur,2025-06-13,4,6,0,0,,32,monsoon,residential,1323.3
Madhyapur Thimi,2025-06-13,4,6,0,0,,32,monsoon,residential,1914.7
Budhanilkantha,2025-06-13,4,6,0,0,,32,monsoon,suburban,917.4
Tokha,2025-06-13,4,6,0,0,,32,monsoon,suburban,787.8
Chandragiri,2025-06-13,4,6,0,0,,32,monsoon,rural,480.8
Godawari,2025-06-13,4,6,0,0,,32,monsoon,rural,422.8
Dakshinkali,2025-06-13,4,6,0,0,,32,monsoon,rural,303.6
Kathmandu-Core,2025-06-14,5,6,1,0,,33,monsoon,commercial,2377.4
Lalitpur,2025-06-14,5,6,1,0,,33,monsoon,commercial,2238.3
Bhaktapur,2025-06-14,5,6,1,0,,33,monsoon,commercial,2310.0
Kirtipur,2025-06-14,5,6,1,0,,33,monsoon,residential,1762.2
Madhyapur Thimi,2025-06-14,5,6,1,0,,33,monsoon,residential,1705.2
Budhanilkantha,2025-06-14,5,6,1,0,,33,monsoon,suburban,1077.5
Tokha,2025-06-14,5,6,1,0,,33,monsoon,suburban,782.4
Chandragiri,2025-06-14,5,6,1,0,,33,monsoon,rural,384.6
Godawari,2025-06-14,5,6,1,0,,33,monsoon,rural,377.6
Dakshinkali,2025-06-14,5,6,1,0,,33,monsoon,rural,300.1
Kathmandu-Core,2025-06-15,6,6,1,0,,34,monsoon,commercial,2358.7
Lalitpur,2025-06-15,6,6,1,0,,34,monsoon,commercial,2669.9
Bhaktapur,2025-06-15,6,6,1,0,,34,monsoon,commercial,1892.1
Kirtipur,2025-06-15,6,6,1,0,,34,monsoon,residential,1689.8
Madhyapur Thimi,2025-06-15,6,6,1,0,,34,monsoon,residential,1620.8
Budhanilkantha,2025-06-15,6,6,1,0,,34,monsoon,suburban,923.9
Tokha,2025-06-15,6,6,1,0,,34,monsoon,suburban,650.7
Chandragiri,2025-06-15,6,6,1,0,,34,monsoon,rural,417.1
Godawari,2025-06-15,6,6,1,0,,34,monsoon,rural,405.8
Dakshinkali,2025-06-15,6,6,1,0,,34,monsoon,rural,362.0
Kathmandu-Core,2025-06-16,0,6,0,0,,35,monsoon,commercial,2798.3
Lalitpur,2025-06-16,0,6,0,0,,35,monsoon,commercial,2101.8
Bhaktapur,2025-06-16,0,6,0,0,,35,monsoon,commercial,2044.1
Kirtipur,2025-06-16,0,6,0,0,,35,monsoon,residential,1341.2
Madhyapur Thimi,2025-06-16,0,6,0,0,,35,monsoon,residential,1488.1
Budhanilkantha,2025-06-16,0,6,0,0,,35,monsoon,suburban,822.7
Tokha,2025-06-16,0,6,0,0,,35,monsoon,suburban,643.7
Chandragiri,2025-06-16,0,6,0,0,,35,monsoon,rural,397.7
Godawari,2025-06-16,0,6,0,0,,35,monsoon,rural,362.8
Dakshinkali,2025-06-16,0,6,0,0,,35,monsoon,rural,204.2
Kathmandu-Core,2025-06-17,1,6,0,0,,36,monsoon,commercial,2683.3
Lalitpur,2025-06-17,1,6,0,0,,36,monsoon,commercial,2504.9
Bhaktapur,2025-06-17,1,6,0,0,,36,monsoon,commercial,1962.5
Kirtipur,2025-06-17,1,6,0,0,,36,monsoon,residential,1574.2
Madhyapur Thimi,2025-06-17,1,6,0,0,,36,monsoon,residential,1388.3
Budhanilkantha,2025-06-17,1,6,0,0,,36,monsoon,suburban,815.2
Tokha,2025-06-17,1,6,0,0,,36,monsoon,suburban,678.1
Chandragiri,2025-06-17,1,6,0,0,,36,monsoon,rural,368.8
Godawari,2025-06-17,1,6,0,0,,36,monsoon,rural,346.2
Dakshinkali,2025-06-17,1,6,0,0,,36,monsoon,rural,297.2
Kathmandu-Core,2025-06-18,2,6,0,0,,37,monsoon,commercial,2506.0
Lalitpur,2025-06-18,2,6,0,0,,37,monsoon,commercial,2716.7
Bhaktapur,2025-06-18,2,6,0,0,,37,monsoon,commercial,1515.1
Kirtipur,2025-06-18,2,6,0,0,,37,monsoon,residential,1284.2
Madhyapur Thimi,2025-06-18,2,6,0,0,,37,monsoon,residential,1469.5
Budhanilkantha,2025-06-18,2,6,0,0,,37,monsoon,suburban,1041.3
Tokha,2025-06-18,2,6,0,0,,37,monsoon,suburban,698.7
Chandragiri,2025-06-18,2,6,0,0,,37,monsoon,rural,300.2
Godawari,2025-06-18,2,6,0,0,,37,monsoon,rural,274.6
Dakshinkali,2025-06-18,2,6,0,0,,37,monsoon,rural,273.1
Kathmandu-Core,2025-06-19,3,6,0,0,,38,monsoon,commercial,3080.0
Lalitpur,2025-06-19,3,6,0,0,,38,monsoon,commercial,2700.4
Bhaktapur,2025-06-19,3,6,0,0,,38,monsoon,commercial,1942.3
Kirtipur,2025-06-19,3,6,0,0,,38,monsoon,residential,1569.1
Madhyapur Thimi,2025-06-19,3,6,0,0,,38,monsoon,residential,1430.9
Budhanilkantha,2025-06-19,3,6,0,0,,38,monsoon,suburban,960.1
Tokha,2025-06-19,3,6,0,0,,38,monsoon,suburban,581.0
Chandragiri,2025-06-19,3,6,0,0,,38,monsoon,rural,363.7
Godawari,2025-06-19,3,6,0,0,,38,monsoon,rural,282.9
Dakshinkali,2025-06-19,3,6,0,0,,38,monsoon,rural,263.0
Kathmandu-Core,2025-06-20,4,6,0,0,,39,monsoon,commercial,3081.1
Lalitpur,2025-06-20,4,6,0,0,,39,monsoon,commercial,2828.9
Bhaktapur,2025-06-20,4,6,0,0,,39,monsoon,commercial,2071.6
Kirtipur,2025-06-20,4,6,0,0,,39,monsoon,residential,1321.6
Madhyapur Thimi,2025-06-20,4,6,0,0,,39,monsoon,residential,1614.7
Budhanilkantha,2025-06-20,4,6,0,0,,39,monsoon,suburban,768.1
Tokha,2025-06-20,4,6,0,0,,39,monsoon,suburban,907.9
Chandragiri,2025-06-20,4,6,0,0,,39,monsoon,rural,424.6
Godawari,2025-06-20,4,6,0,0,,39,monsoon,rural,367.3
Dakshinkali,2025-06-20,4,6,0,0,,39,monsoon,rural,349.8
Kathmandu-Core,2025-06-21,5,6,1,0,,40,monsoon,commercial,2074.9
Lalitpur,2025-06-21,5,6,1,0,,40,monsoon,commercial,2011.5
Bhaktapur,2025-06-21,5,6,1,0,,40,monsoon,commercial,1818.9
Kirtipur,2025-06-21,5,6,1,0,,40,monsoon,residential,1638.9
Madhyapur Thimi,2025-06-21,5,6,1,0,,40,monsoon,residential,1850.6
Budhanilkantha,2025-06-21,5,6,1,0,,40,monsoon,suburban,1038.4
Tokha,2025-06-21,5,6,1,0,,40,monsoon,suburban,1033.2
Chandragiri,2025-06-21,5,6,1,0,,40,monsoon,rural,312.8
Godawari,2025-06-21,5,6,1,0,,40,monsoon,rural,445.8
Dakshinkali,2025-06-21,5,6,1,0,,40,monsoon,rural,317.3
Kathmandu-Core,2025-06-22,6,6,1,0,,41,monsoon,commercial,2266.8
Lalitpur,2025-06-22,6,6,1,0,,41,monsoon,commercial,2152.6
Bhaktapur,2025-06-22,6,6,1,0,,41,monsoon,commercial,1866.0
Kirtipur,2025-06-22,6,6,1,0,,41,monsoon,residential,1986.4
Madhyapur Thimi,2025-06-22,6,6,1,0,,41,monsoon,residential,1937.3
Budhanilkantha,2025-06-22,6,6,1,0,,41,monsoon,suburban,956.4
Tokha,2025-06-22,6,6,1,0,,41,monsoon,suburban,923.6
Chandragiri,2025-06-22,6,6,1,0,,41,monsoon,rural,350.6
Godawari,2025-06-22,6,6,1,0,,41,monsoon,rural,349.1
Dakshinkali,2025-06-22,6,6,1,0,,41,monsoon,rural,251.1
Kathmandu-Core,2025-06-23,0,6,0,0,,42,monsoon,commercial,2496.6
Lalitpur,2025-06-23,0,6,0,0,,42,monsoon,commercial,2502.4
Bhaktapur,2025-06-23,0,6,0,0,,42,monsoon,commercial,1831.1
Kirtipur,2025-06-23,0,6,0,0,,42,monsoon,residential,1331.6
Madhyapur Thimi,2025-06-23,0,6,0,0,,42,monsoon,residential,1207.4
Budhanilkantha,2025-06-23,0,6,0,0,,42,monsoon,suburban,903.0
Tokha,2025-06-23,0,6,0,0,,42,monsoon,suburban,706.1
Chandragiri,2025-06-23,0,6,0,0,,42,monsoon,rural,421.7
Godawari,2025-06-23,0,6,0,0,,42,monsoon,rural,265.2
Dakshinkali,2025-06-23,0,6,0,0,,42,monsoon,rural,268.1
Kathmandu-Core,2025-06-24,1,6,0,0,,43,monsoon,commercial,2459.9
Lalitpur,2025-06-24,1,6,0,0,,43,monsoon,commercial,2460.8
Bhaktapur,2025-06-24,1,6,0,0,,43,monsoon,commercial,2026.1
Kirtipur,2025-06-24,1,6,0,0,,43,monsoon,residential,1392.1
Madhyapur Thimi,2025-06-24,1,6,0,0,,43,monsoon,residential,1373.7
Budhanilkantha,2025-06-24,1,6,0,0,,43,monsoon,suburban,867.7
Tokha,2025-06-24,1,6,0,0,,43,monsoon,suburban,589.7
Chandragiri,2025-06-24,1,6,0,0,,43,monsoon,rural,464.3
Godawari,2025-06-24,1,6,0,0,,43,monsoon,rural,352.4
Dakshinkali,2025-06-24,1,6,0,0,,43,monsoon,rural,308.5
Kathmandu-Core,2025-06-25,2,6,0,0,,44,monsoon,commercial,2687.5
Lalitpur,2025-06-25,2,6,0,0,,44,monsoon,commercial,2421.6
Bhaktapur,2025-06-25,2,6,0,0,,44,monsoon,commercial,1729.4
Kirtipur,2025-06-25,2,6,0,0,,44,monsoon,residential,1521.8
Madhyapur Thimi,2025-06-25,2,6,0,0,,44,monsoon,residential,1399.7
Budhanilkantha,2025-06-25,2,6,0,0,,44,monsoon,suburban,934.1
Tokha,2025-06-25,2,6,0,0,,44,monsoon,suburban,689.3
Chandragiri,2025-06-25,2,6,0,0,,44,monsoon,rural,311.3
Godawari,2025-06-25,2,6,0,0,,44,monsoon,rural,336.5
Dakshinkali,2025-06-25,2,6,0,0,,44,monsoon,rural,233.5
Kathmandu-Core,2025-06-26,3,6,0,0,,44,monsoon,commercial,2880.4
Lalitpur,2025-06-26,3,6,0,0,,44,monsoon,commercial,2214.9
Bhaktapur,2025-06-26,3,6,0,0,,44,monsoon,commercial,2115.6
Kirtipur,2025-06-26,3,6,0,0,,44,monsoon,residential,1362.0
Madhyapur Thimi,2025-06-26,3,6,0,0,,44,monsoon,residential,1497.4
Budhanilkantha,2025-06-26,3,6,0,0,,44,monsoon,suburban,935.2
Tokha,2025-06-26,3,6,0,0,,44,monsoon,suburban,806.1
Chandragiri,2025-06-26,3,6,0,0,,44,monsoon,rural,407.0
Godawari,2025-06-26,3,6,0,0,,44,monsoon,rural,327.8
Dakshinkali,2025-06-26,3,6,0,0,,44,monsoon,rural,214.1
Kathmandu-Core,2025-06-27,4,6,0,0,,43,monsoon,commercial,2843.2
Lalitpur,2025-06-27,4,6,0,0,,43,monsoon,commercial,2584.0
Bhaktapur,2025-06-27,4,6,0,0,,43,monsoon,commercial,2082.7
Kirtipur,2025-06-27,4,6,0,0,,43,monsoon,residential,1425.6
Madhyapur Thimi,2025-06-27,4,6,0,0,,43,monsoon,residential,1788.8
Budhanilkantha,2025-06-27,4,6,0,0,,43,monsoon,suburban,867.5
Tokha,2025-06-27,4,6,0,0,,43,monsoon,suburban,775.0
Chandragiri,2025-06-27,4,6,0,0,,43,monsoon,rural,503.2
Godawari,2025-06-27,4,6,0,0,,43,monsoon,rural,406.2
Dakshinkali,2025-06-27,4,6,0,0,,43,monsoon,rural,291.6
Kathmandu-Core,2025-06-28,5,6,1,0,,42,monsoon,commercial,2262.3
Lalitpur,2025-06-28,5,6,1,0,,42,monsoon,commercial,2148.9
Bhaktapur,2025-06-28,5,6,1,0,,42,monsoon,commercial,1880.6
Kirtipur,2025-06-28,5,6,1,0,,42,monsoon,residential,1545.1
Madhyapur Thimi,2025-06-28,5,6,1,0,,42,monsoon,residential,1919.1
Budhanilkantha,2025-06-28,5,6,1,0,,42,monsoon,suburban,928.3
Tokha,2025-06-28,5,6,1,0,,42,monsoon,suburban,666.0
Chandragiri,2025-06-28,5,6,1,0,,42,monsoon,rural,519.3
Godawari,2025-06-28,5,6,1,0,,42,monsoon,rural,431.4
Dakshinkali,2025-06-28,5,6,1,0,,42,monsoon,rural,282.6
Kathmandu-Core,2025-06-29,6,6,1,0,,41,monsoon,commercial,2309.1
Lalitpur,2025-06-29,6,6,1,0,,41,monsoon,commercial,2356.5
Bhaktapur,2025-06-29,6,6,1,0,,41,monsoon,commercial,2522.8
Kirtipur,2025-06-29,6,6,1,0,,41,monsoon,residential,1432.7
Madhyapur Thimi,2025-06-29,6,6,1,0,,41,monsoon,residential,1965.6
Budhanilkantha,2025-06-29,6,6,1,0,,41,monsoon,suburban,1113.9
Tokha,2025-06-29,6,6,1,0,,41,monsoon,suburban,734.8
Chandragiri,2025-06-29,6,6,1,0,,41,monsoon,rural,414.1
Godawari,2025-06-29,6,6,1,0,,41,monsoon,rural,363.8
Dakshinkali,2025-06-29,6,6,1,0,,41,monsoon,rural,331.7
Kathmandu-Core,2025-06-30,0,6,0,0,,40,monsoon,commercial,2713.3
Lalitpur,2025-06-30,0,6,0,0,,40,monsoon,commercial,2649.1
Bhaktapur,2025-06-30,0,6,0,0,,40,monsoon,commercial,2045.4
Kirtipur,2025-06-30,0,6,0,0,,40,monsoon,residential,1190.7
Madhyapur Thimi,2025-06-30,0,6,0,0,,40,monsoon,residential,1110.4
Budhanilkantha,2025-06-30,0,6,0,0,,40,monsoon,suburban,821.6
Tokha,2025-06-30,0,6,0,0,,40,monsoon,suburban,710.6
Chandragiri,2025-06-30,0,6,0,0,,40,monsoon,rural,399.2
Godawari,2025-06-30,0,6,0,0,,40,monsoon,rural,329.7
Dakshinkali,2025-06-30,0,6,0,0,,40,monsoon,rural,262.3
Kathmandu-Core,2025-07-01,1,7,0,0,,39,monsoon,commercial,3191.0
Lalitpur,2025-07-01,1,7,0,0,,39,monsoon,commercial,2543.4
Bhaktapur,2025-07-01,1,7,0,0,,39,monsoon,commercial,1711.7
Kirtipur,2025-07-01,1,7,0,0,,39,monsoon,residential,1218.2
Madhyapur Thimi,2025-07-01,1,7,0,0,,39,monsoon,residential,1410.6
Budhanilkantha,2025-07-01,1,7,0,0,,39,monsoon,suburban,976.3
Tokha,2025-07-01,1,7,0,0,,39,monsoon,suburban,665.0
Chandragiri,2025-07-01,1,7,0,0,,39,monsoon,rural,383.1
Godawari,2025-07-01,1,7,0,0,,39,monsoon,rural,320.3
Dakshinkali,2025-07-01,1,7,0,0,,39,monsoon,rural,289.8
Kathmandu-Core,2025-07-02,2,7,0,0,,38,monsoon,commercial,3335.0
Lalitpur,2025-07-02,2,7,0,0,,38,monsoon,commercial,2563.5
Bhaktapur,2025-07-02,2,7,0,0,,38,monsoon,commercial,1809.8
Kirtipur,2025-07-02,2,7,0,0,,38,monsoon,residential,1301.7
Madhyapur Thimi,2025-07-02,2,7,0,0,,38,monsoon,residential,1028.0
Budhanilkantha,2025-07-02,2,7,0,0,,38,monsoon,suburban,889.0
Tokha,2025-07-02,2,7,0,0,,38,monsoon,suburban,690.9
Chandragiri,2025-07-02,2,7,0,0,,38,monsoon,rural,403.7
Godawari,2025-07-02,2,7,0,0,,38,monsoon,rural,311.0
Dakshinkali,2025-07-02,2,7,0,0,,38,monsoon,rural,244.2
Kathmandu-Core,2025-07-03,3,7,0,0,,37,monsoon,commercial,2566.8
Lalitpur,2025-07-03,3,7,0,0,,37,monsoon,commercial,2730.2
Bhaktapur,2025-07-03,3,7,0,0,,37,monsoon,commercial,1710.6
Kirtipur,2025-07-03,3,7,0,0,,37,monsoon,residential,1619.9
Madhyapur Thimi,2025-07-03,3,7,0,0,,37,monsoon,residential,1514.5
Budhanilkantha,2025-07-03,3,7,0,0,,37,monsoon,suburban,691.1
Tokha,2025-07-03,3,7,0,0,,37,monsoon,suburban,669.5
Chandragiri,2025-07-03,3,7,0,0,,37,monsoon,rural,354.0
Godawari,2025-07-03,3,7,0,0,,37,monsoon,rural,250.5
Dakshinkali,2025-07-03,3,7,0,0,,37,monsoon,rural,305.1
Kathmandu-Core,2025-07-04,4,7,0,0,,36,monsoon,commercial,3162.0
Lalitpur,2025-07-04,4,7,0,0,,36,monsoon,commercial,2794.6
Bhaktapur,2025-07-04,4,7,0,0,,36,monsoon,commercial,1973.8
Kirtipur,2025-07-04,4,7,0,0,,36,monsoon,residential,1167.6
Madhyapur Thimi,2025-07-04,4,7,0,0,,36,monsoon,residential,1464.9
Budhanilkantha,2025-07-04,4,7,0,0,,36,monsoon,suburban,970.3
Tokha,2025-07-04,4,7,0,0,,36,monsoon,suburban,641.8
Chandragiri,2025-07-04,4,7,0,0,,36,monsoon,rural,290.3
Godawari,2025-07-04,4,7,0,0,,36,monsoon,rural,357.2
Dakshinkali,2025-07-04,4,7,0,0,,36,monsoon,rural,271.8
Kathmandu-Core,2025-07-05,5,7,1,0,,35,monsoon,commercial,2332.3
Lalitpur,2025-07-05,5,7,1,0,,35,monsoon,commercial,2380.1
Bhaktapur,2025-07-05,5,7,1,0,,35,monsoon,commercial,2122.0
Kirtipur,2025-07-05,5,7,1,0,,35,monsoon,residential,1603.5
Madhyapur Thimi,2025-07-05,5,7,1,0,,35,monsoon,residential,1893.6
Budhanilkantha,2025-07-05,5,7,1,0,,35,monsoon,suburban,734.0
Tokha,2025-07-05,5,7,1,0,,35,monsoon,suburban,793.3
Chandragiri,2025-07-05,5,7,1,0,,35,monsoon,rural,433.5
Godawari,2025-07-05,5,7,1,0,,35,monsoon,rural,332.8
Dakshinkali,2025-07-05,5,7,1,0,,35,monsoon,rural,262.3
Kathmandu-Core,2025-07-06,6,7,1,0,,34,monsoon,commercial,2089.6
Lalitpur,2025-07-06,6,7,1,0,,34,monsoon,commercial,2015.0
Bhaktapur,2025-07-06,6,7,1,0,,34,monsoon,commercial,2149.4
Kirtipur,2025-07-06,6,7,1,0,,34,monsoon,residential,1440.5
Madhyapur Thimi,2025-07-06,6,7,1,0,,34,monsoon,residential,1485.8
Budhanilkantha,2025-07-06,6,7,1,0,,34,monsoon,suburban,831.7
Tokha,2025-07-06,6,7,1,0,,34,monsoon,suburban,848.4
Chandragiri,2025-07-06,6,7,1,0,,34,monsoon,rural,403.8
Godawari,2025-07-06,6,7,1,0,,34,monsoon,rural,382.6
Dakshinkali,2025-07-06,6,7,1,0,,34,monsoon,rural,315.8
Kathmandu-Core,2025-07-07,0,7,0,0,,33,monsoon,commercial,2962.7
Lalitpur,2025-07-07,0,7,0,0,,33,monsoon,commercial,2102.7
Bhaktapur,2025-07-07,0,7,0,0,,33,monsoon,commercial,1971.1
Kirtipur,2025-07-07,0,7,0,0,,33,monsoon,residential,1262.3
Madhyapur Thimi,2025-07-07,0,7,0,0,,33,monsoon,residential,1341.7
Budhanilkantha,2025-07-07,0,7,0,0,,33,monsoon,suburban,1007.8
Tokha,2025-07-07,0,7,0,0,,33,monsoon,suburban,564.2
Chandragiri,2025-07-07,0,7,0,0,,33,monsoon,rural,349.3
Godawari,2025-07-07,0,7,0,0,,33,monsoon,rural,275.2
Dakshinkali,2025-07-07,0,7,0,0,,33,monsoon,rural,271.0
